Altitutude (meters),Denstiy (kg/m3)
5361,0.707788
5362,0.70771
5363,0.707633
5364,0.707556
5365,0.707479
5366,0.707401
5367,0.707324
5368,0.707247
5369,0.70717
5370,0.707092
5371,0.707015
5372,0.706938
5373,0.706861
5374,0.706783
5375,0.706706
5376,0.706629
5377,0.706552
5378,0.706475
5379,0.706397
5380,0.70632
5381,0.706243
5382,0.706166
5383,0.706089
5384,0.706012
5385,0.705935
5386,0.705857
5387,0.70578
5388,0.705703
5389,0.705626
5390,0.705549
5391,0.705472
5392,0.705395
5393,0.705318
5394,0.70524
5395,0.705163
5396,0.705086
5397,0.705009
5398,0.704932
5399,0.704855
5400,0.704778
5401,0.704701
5402,0.704624
5403,0.704547
5404,0.70447
5405,0.704393
5406,0.704316
5407,0.704239
5408,0.704162
5409,0.704085
5410,0.704008
5411,0.703931
5412,0.703854
5413,0.703777
5414,0.7037
5415,0.703623
5416,0.703546
5417,0.703469
5418,0.703392
5419,0.703315
5420,0.703238
5421,0.703162
5422,0.703085
5423,0.703008
5424,0.702931
5425,0.702854
5426,0.702777
5427,0.7027
5428,0.702623
5429,0.702546
5430,0.70247
5431,0.702393
5432,0.702316
5433,0.702239
5434,0.702162
5435,0.702085
5436,0.702009
5437,0.701932
5438,0.701855
5439,0.701778
5440,0.701701
5441,0.701625
5442,0.701548
5443,0.701471
5444,0.701394
5445,0.701318
5446,0.701241
5447,0.701164
5448,0.701087
5449,0.701011
5450,0.700934
5451,0.700857
5452,0.70078
5453,0.700704
5454,0.700627
5455,0.70055
5456,0.700474
5457,0.700397
5458,0.70032
5459,0.700244
5460,0.700167
5461,0.70009
5462,0.700014
5463,0.699937
5464,0.69986
5465,0.699784
5466,0.699707
5467,0.69963
5468,0.699554
5469,0.699477
5470,0.699401
5471,0.699324
5472,0.699247
5473,0.699171
5474,0.699094
5475,0.699018
5476,0.698941
5477,0.698865
5478,0.698788
5479,0.698712
5480,0.698635
5481,0.698559
5482,0.698482
5483,0.698405
5484,0.698329
5485,0.698252
5486,0.698176
5487,0.698099
5488,0.698023
5489,0.697947
5490,0.69787
5491,0.697794
5492,0.697717
5493,0.697641
5494,0.697564
5495,0.697488
5496,0.697411
5497,0.697335
5498,0.697259
5499,0.697182
5500,0.697106
5501,0.697029
5502,0.696953
5503,0.696877
5504,0.6968
5505,0.696724
5506,0.696647
5507,0.696571
5508,0.696495
5509,0.696418
5510,0.696342
5511,0.696266
5512,0.696189
5513,0.696113
5514,0.696037
5515,0.69596
5516,0.695884
5517,0.695808
5518,0.695731
5519,0.695655
5520,0.695579
5521,0.695503
5522,0.695426
5523,0.69535
5524,0.695274
5525,0.695198
5526,0.695121
5527,0.695045
5528,0.694969
5529,0.694893
5530,0.694816
5531,0.69474
5532,0.694664
5533,0.694588
5534,0.694512
5535,0.694436
5536,0.694359
5537,0.694283
5538,0.694207
5539,0.694131
5540,0.694055
5541,0.693979
5542,0.693902
5543,0.693826
5544,0.69375
5545,0.693674
5546,0.693598
5547,0.693522
5548,0.693446
5549,0.69337
5550,0.693294
5551,0.693217
5552,0.693141
5553,0.693065
5554,0.692989
5555,0.692913
5556,0.692837
5557,0.692761
5558,0.692685
5559,0.692609
5560,0.692533
5561,0.692457
5562,0.692381
5563,0.692305
5564,0.692229
5565,0.692153
5566,0.692077
5567,0.692001
5568,0.691925
5569,0.691849
5570,0.691773
5571,0.691697
5572,0.691621
5573,0.691545
5574,0.691469
5575,0.691393
5576,0.691318
5577,0.691242
5578,0.691166
5579,0.69109
5580,0.691014
5581,0.690938
5582,0.690862
5583,0.690786
5584,0.69071
5585,0.690635
5586,0.690559
5587,0.690483
5588,0.690407
5589,0.690331
5590,0.690255
5591,0.690179
5592,0.690104
5593,0.690028
5594,0.689952
5595,0.689876
5596,0.6898
5597,0.689725
5598,0.689649
5599,0.689573
5600,0.689497
5601,0.689422
5602,0.689346
5603,0.68927
5604,0.689194
5605,0.689119
5606,0.689043
5607,0.688967
5608,0.688891
5609,0.688816
5610,0.68874
5611,0.688664
5612,0.688589
5613,0.688513
5614,0.688437
5615,0.688362
5616,0.688286
5617,0.68821
5618,0.688135
5619,0.688059
5620,0.687983
5621,0.687908
5622,0.687832
5623,0.687756
5624,0.687681
5625,0.687605
5626,0.68753
5627,0.687454
5628,0.687378
5629,0.687303
5630,0.687227
5631,0.687152
5632,0.687076
5633,0.687001
5634,0.686925
5635,0.686849
5636,0.686774
5637,0.686698
5638,0.686623
5639,0.686547
5640,0.686472
5641,0.686396
5642,0.686321
5643,0.686245
5644,0.68617
5645,0.686094
5646,0.686019
5647,0.685943
5648,0.685868
5649,0.685793
5650,0.685717
5651,0.685642
5652,0.685566
5653,0.685491
5654,0.685415
5655,0.68534
5656,0.685265
5657,0.685189
5658,0.685114
5659,0.685038
5660,0.684963
5661,0.684888
5662,0.684812
5663,0.684737
5664,0.684661
5665,0.684586
5666,0.684511
5667,0.684435
5668,0.68436
5669,0.684285
5670,0.684209
5671,0.684134
5672,0.684059
5673,0.683983
5674,0.683908
5675,0.683833
5676,0.683758
5677,0.683682
5678,0.683607
5679,0.683532
5680,0.683457
5681,0.683381
5682,0.683306
5683,0.683231
5684,0.683156
5685,0.68308
5686,0.683005
5687,0.68293
5688,0.682855
5689,0.682779
5690,0.682704
5691,0.682629
5692,0.682554
5693,0.682479
5694,0.682404
5695,0.682328
5696,0.682253
5697,0.682178
5698,0.682103
5699,0.682028
5700,0.681953
5701,0.681878
5702,0.681802
5703,0.681727
5704,0.681652
5705,0.681577
5706,0.681502
5707,0.681427
5708,0.681352
5709,0.681277
5710,0.681202
5711,0.681127
5712,0.681052
5713,0.680977
5714,0.680901
5715,0.680826
5716,0.680751
5717,0.680676
5718,0.680601
5719,0.680526
5720,0.680451
5721,0.680376
5722,0.680301
5723,0.680226
5724,0.680151
5725,0.680076
5726,0.680001
5727,0.679926
5728,0.679852
5729,0.679777
5730,0.679702
5731,0.679627
5732,0.679552
5733,0.679477
5734,0.679402
5735,0.679327
5736,0.679252
5737,0.679177
5738,0.679102
5739,0.679027
5740,0.678953
5741,0.678878
5742,0.678803
5743,0.678728
5744,0.678653
5745,0.678578
5746,0.678503
5747,0.678429
5748,0.678354
5749,0.678279
5750,0.678204
5751,0.678129
5752,0.678055
5753,0.67798
5754,0.677905
5755,0.67783
5756,0.677755
5757,0.677681
5758,0.677606
5759,0.677531
5760,0.677456
5761,0.677382
5762,0.677307
5763,0.677232
5764,0.677157
5765,0.677083
5766,0.677008
5767,0.676933
5768,0.676859
5769,0.676784
5770,0.676709
5771,0.676634
5772,0.67656
5773,0.676485
5774,0.67641
5775,0.676336
5776,0.676261
5777,0.676186
5778,0.676112
5779,0.676037
5780,0.675963
5781,0.675888
5782,0.675813
5783,0.675739
5784,0.675664
5785,0.67559
5786,0.675515
5787,0.67544
5788,0.675366
5789,0.675291
5790,0.675217
5791,0.675142
5792,0.675068
5793,0.674993
5794,0.674918
5795,0.674844
5796,0.674769
5797,0.674695
5798,0.67462
5799,0.674546
5800,0.674471
5801,0.674397
5802,0.674322
5803,0.674248
5804,0.674173
5805,0.674099
5806,0.674024
5807,0.67395
5808,0.673876
5809,0.673801
5810,0.673727
5811,0.673652
5812,0.673578
5813,0.673503
5814,0.673429
5815,0.673355
5816,0.67328
5817,0.673206
5818,0.673131
5819,0.673057
5820,0.672983
5821,0.672908
5822,0.672834
5823,0.67276
5824,0.672685
5825,0.672611
5826,0.672537
5827,0.672462
5828,0.672388
5829,0.672314
5830,0.672239
5831,0.672165
5832,0.672091
5833,0.672016
5834,0.671942
5835,0.671868
5836,0.671793
5837,0.671719
5838,0.671645
5839,0.671571
5840,0.671496
5841,0.671422
5842,0.671348
5843,0.671274
5844,0.6712
5845,0.671125
5846,0.671051
5847,0.670977
5848,0.670903
5849,0.670828
5850,0.670754
5851,0.67068
5852,0.670606
5853,0.670532
5854,0.670458
5855,0.670383
5856,0.670309
5857,0.670235
5858,0.670161
5859,0.670087
5860,0.670013
5861,0.669939
5862,0.669865
5863,0.66979
5864,0.669716
5865,0.669642
5866,0.669568
5867,0.669494
5868,0.66942
5869,0.669346
5870,0.669272
5871,0.669198
5872,0.669124
5873,0.66905
5874,0.668976
5875,0.668902
5876,0.668828
5877,0.668754
5878,0.66868
5879,0.668606
5880,0.668532
5881,0.668458
5882,0.668384
5883,0.66831
5884,0.668236
5885,0.668162
5886,0.668088
5887,0.668014
5888,0.66794
5889,0.667866
5890,0.667792
5891,0.667718
5892,0.667644
5893,0.66757
5894,0.667496
5895,0.667422
5896,0.667348
5897,0.667275
5898,0.667201
5899,0.667127
5900,0.667053
5901,0.666979
5902,0.666905
5903,0.666831
5904,0.666758
5905,0.666684
5906,0.66661
5907,0.666536
5908,0.666462
5909,0.666388
5910,0.666315
5911,0.666241
5912,0.666167
5913,0.666093
5914,0.666019
5915,0.665946
5916,0.665872
5917,0.665798
5918,0.665724
5919,0.665651
5920,0.665577
5921,0.665503
5922,0.665429
5923,0.665356
5924,0.665282
5925,0.665208
5926,0.665134
5927,0.665061
5928,0.664987
5929,0.664913
5930,0.66484
5931,0.664766
5932,0.664692
5933,0.664619
5934,0.664545
5935,0.664471
5936,0.664398
5937,0.664324
5938,0.66425
5939,0.664177
5940,0.664103
5941,0.66403
5942,0.663956
5943,0.663882
5944,0.663809
5945,0.663735
5946,0.663662
5947,0.663588
5948,0.663514
5949,0.663441
5950,0.663367
5951,0.663294
5952,0.66322
5953,0.663147
5954,0.663073
5955,0.663
5956,0.662926
5957,0.662852
5958,0.662779
5959,0.662705
5960,0.662632
5961,0.662558
5962,0.662485
5963,0.662412
5964,0.662338
5965,0.662265
5966,0.662191
5967,0.662118
5968,0.662044
5969,0.661971
5970,0.661897
5971,0.661824
5972,0.66175
5973,0.661677
5974,0.661604
5975,0.66153
5976,0.661457
5977,0.661383
5978,0.66131
5979,0.661237
5980,0.661163
5981,0.66109
5982,0.661017
5983,0.660943
5984,0.66087
5985,0.660797
5986,0.660723
5987,0.66065
5988,0.660577
5989,0.660503
5990,0.66043
5991,0.660357
5992,0.660283
5993,0.66021
5994,0.660137
5995,0.660063
5996,0.65999
5997,0.659917
5998,0.659844
5999,0.65977
6000,0.659697
6001,0.659624
6002,0.659551
6003,0.659477
6004,0.659404
6005,0.659331
6006,0.659258
6007,0.659185
6008,0.659111
6009,0.659038
6010,0.658965
6011,0.658892
6012,0.658819
6013,0.658745
6014,0.658672
6015,0.658599
6016,0.658526
6017,0.658453
6018,0.65838
6019,0.658307
6020,0.658233
6021,0.65816
6022,0.658087
6023,0.658014
6024,0.657941
6025,0.657868
6026,0.657795
6027,0.657722
6028,0.657649
6029,0.657576
6030,0.657503
6031,0.657429
6032,0.657356
6033,0.657283
6034,0.65721
6035,0.657137
6036,0.657064
6037,0.656991
6038,0.656918
6039,0.656845
6040,0.656772
6041,0.656699
6042,0.656626
6043,0.656553
6044,0.65648
6045,0.656407
6046,0.656334
6047,0.656261
6048,0.656188
6049,0.656116
6050,0.656043
6051,0.65597
6052,0.655897
6053,0.655824
6054,0.655751
6055,0.655678
6056,0.655605
6057,0.655532
6058,0.655459
6059,0.655386
6060,0.655314
6061,0.655241
6062,0.655168
6063,0.655095
6064,0.655022
6065,0.654949
6066,0.654876
6067,0.654804
6068,0.654731
6069,0.654658
6070,0.654585
6071,0.654512
6072,0.65444
6073,0.654367
6074,0.654294
6075,0.654221
6076,0.654148
6077,0.654076
6078,0.654003
6079,0.65393
6080,0.653857
6081,0.653785
6082,0.653712
6083,0.653639
6084,0.653566
6085,0.653494
6086,0.653421
6087,0.653348
6088,0.653276
6089,0.653203
6090,0.65313
6091,0.653057
6092,0.652985
6093,0.652912
6094,0.652839
6095,0.652767
6096,0.652694
6097,0.652621
6098,0.652549
6099,0.652476
6100,0.652404
6101,0.652331
6102,0.652258
6103,0.652186
6104,0.652113
6105,0.652041
6106,0.651968
6107,0.651895
6108,0.651823
6109,0.65175
6110,0.651678
6111,0.651605
6112,0.651532
6113,0.65146
6114,0.651387
6115,0.651315
6116,0.651242
6117,0.65117
6118,0.651097
6119,0.651025
6120,0.650952
6121,0.65088
6122,0.650807
6123,0.650735
6124,0.650662
6125,0.65059
6126,0.650517
6127,0.650445
6128,0.650372
6129,0.6503
6130,0.650228
6131,0.650155
6132,0.650083
6133,0.65001
6134,0.649938
6135,0.649865
6136,0.649793
6137,0.649721
6138,0.649648
6139,0.649576
6140,0.649503
6141,0.649431
6142,0.649359
6143,0.649286
6144,0.649214
6145,0.649142
6146,0.649069
6147,0.648997
6148,0.648925
6149,0.648852
6150,0.64878
6151,0.648708
6152,0.648635
6153,0.648563
6154,0.648491
6155,0.648418
6156,0.648346
6157,0.648274
6158,0.648202
6159,0.648129
6160,0.648057
6161,0.647985
6162,0.647913
6163,0.64784
6164,0.647768
6165,0.647696
6166,0.647624
6167,0.647551
6168,0.647479
6169,0.647407
6170,0.647335
6171,0.647263
6172,0.64719
6173,0.647118
6174,0.647046
6175,0.646974
6176,0.646902
6177,0.64683
6178,0.646758
6179,0.646685
6180,0.646613
6181,0.646541
6182,0.646469
6183,0.646397
6184,0.646325
6185,0.646253
6186,0.646181
6187,0.646108
6188,0.646036
6189,0.645964
6190,0.645892
6191,0.64582
6192,0.645748
6193,0.645676
6194,0.645604
6195,0.645532
6196,0.64546
6197,0.645388
6198,0.645316
6199,0.645244
6200,0.645172
6201,0.6451
6202,0.645028
6203,0.644956
6204,0.644884
6205,0.644812
6206,0.64474
6207,0.644668
6208,0.644596
6209,0.644524
6210,0.644452
6211,0.64438
6212,0.644308
6213,0.644236
6214,0.644164
6215,0.644092
6216,0.64402
6217,0.643949
6218,0.643877
6219,0.643805
6220,0.643733
6221,0.643661
6222,0.643589
6223,0.643517
6224,0.643445
6225,0.643374
6226,0.643302
6227,0.64323
6228,0.643158
6229,0.643086
6230,0.643014
6231,0.642942
6232,0.642871
6233,0.642799
6234,0.642727
6235,0.642655
6236,0.642583
6237,0.642512
6238,0.64244
6239,0.642368
6240,0.642296
6241,0.642225
6242,0.642153
6243,0.642081
6244,0.642009
6245,0.641938
6246,0.641866
6247,0.641794
6248,0.641722
6249,0.641651
6250,0.641579
6251,0.641507
6252,0.641436
6253,0.641364
6254,0.641292
6255,0.641221
6256,0.641149
6257,0.641077
6258,0.641006
6259,0.640934
6260,0.640862
6261,0.640791
6262,0.640719
6263,0.640647
6264,0.640576
6265,0.640504
6266,0.640433
6267,0.640361
6268,0.640289
6269,0.640218
6270,0.640146
6271,0.640075
6272,0.640003
6273,0.639931
6274,0.63986
6275,0.639788
6276,0.639717
6277,0.639645
6278,0.639574
6279,0.639502
6280,0.639431
6281,0.639359
6282,0.639288
6283,0.639216
6284,0.639145
6285,0.639073
6286,0.639002
6287,0.63893
6288,0.638859
6289,0.638787
6290,0.638716
6291,0.638644
6292,0.638573
6293,0.638501
6294,0.63843
6295,0.638359
6296,0.638287
6297,0.638216
6298,0.638144
6299,0.638073
6300,0.638002
6301,0.63793
6302,0.637859
6303,0.637787
6304,0.637716
6305,0.637645
6306,0.637573
6307,0.637502
6308,0.637431
6309,0.637359
6310,0.637288
6311,0.637217
6312,0.637145
6313,0.637074
6314,0.637003
6315,0.636931
6316,0.63686
6317,0.636789
6318,0.636717
6319,0.636646
6320,0.636575
6321,0.636504
6322,0.636432
6323,0.636361
6324,0.63629
6325,0.636219
6326,0.636147
6327,0.636076
6328,0.636005
6329,0.635934
6330,0.635862
6331,0.635791
6332,0.63572
6333,0.635649
6334,0.635578
6335,0.635506
6336,0.635435
6337,0.635364
6338,0.635293
6339,0.635222
6340,0.635151
6341,0.635079
6342,0.635008
6343,0.634937
6344,0.634866
6345,0.634795
6346,0.634724
6347,0.634653
6348,0.634582
6349,0.63451
6350,0.634439
6351,0.634368
6352,0.634297
6353,0.634226
6354,0.634155
6355,0.634084
6356,0.634013
6357,0.633942
6358,0.633871
6359,0.6338
6360,0.633729
6361,0.633658
6362,0.633587
6363,0.633516
6364,0.633445
6365,0.633374
6366,0.633303
6367,0.633232
6368,0.633161
6369,0.63309
6370,0.633019
6371,0.632948
6372,0.632877
6373,0.632806
6374,0.632735
6375,0.632664
6376,0.632593
6377,0.632522
6378,0.632451
6379,0.63238
6380,0.632309
6381,0.632238
6382,0.632168
6383,0.632097
6384,0.632026
6385,0.631955
6386,0.631884
6387,0.631813
6388,0.631742
6389,0.631671
6390,0.631601
6391,0.63153
6392,0.631459
6393,0.631388
6394,0.631317
6395,0.631246
6396,0.631176
6397,0.631105
6398,0.631034
6399,0.630963
6400,0.630892
6401,0.630822
6402,0.630751
6403,0.63068
6404,0.630609
6405,0.630539
6406,0.630468
6407,0.630397
6408,0.630326
6409,0.630256
6410,0.630185
6411,0.630114
6412,0.630043
6413,0.629973
6414,0.629902
6415,0.629831
6416,0.629761
6417,0.62969
6418,0.629619
6419,0.629549
6420,0.629478
6421,0.629407
6422,0.629337
6423,0.629266
6424,0.629195
6425,0.629125
6426,0.629054
6427,0.628983
6428,0.628913
6429,0.628842
6430,0.628772
6431,0.628701
6432,0.62863
6433,0.62856
6434,0.628489
6435,0.628419
6436,0.628348
6437,0.628277
6438,0.628207
6439,0.628136
6440,0.628066
6441,0.627995
6442,0.627925
6443,0.627854
6444,0.627784
6445,0.627713
6446,0.627643
6447,0.627572
6448,0.627502
6449,0.627431
6450,0.627361
6451,0.62729
6452,0.62722
6453,0.627149
6454,0.627079
6455,0.627008
6456,0.626938
6457,0.626867
6458,0.626797
6459,0.626727
6460,0.626656
6461,0.626586
6462,0.626515
6463,0.626445
6464,0.626375
6465,0.626304
6466,0.626234
6467,0.626163
6468,0.626093
6469,0.626023
6470,0.625952
6471,0.625882
6472,0.625812
6473,0.625741
6474,0.625671
6475,0.6256
6476,0.62553
6477,0.62546
6478,0.62539
6479,0.625319
6480,0.625249
6481,0.625179
6482,0.625108
6483,0.625038
6484,0.624968
6485,0.624897
6486,0.624827
6487,0.624757
6488,0.624687
6489,0.624616
6490,0.624546
6491,0.624476
6492,0.624406
6493,0.624335
6494,0.624265
6495,0.624195
6496,0.624125
6497,0.624055
6498,0.623984
6499,0.623914
6500,0.623844
6501,0.623774
6502,0.623704
6503,0.623634
6504,0.623563
6505,0.623493
6506,0.623423
6507,0.623353
6508,0.623283
6509,0.623213
6510,0.623143
6511,0.623072
6512,0.623002
6513,0.622932
6514,0.622862
6515,0.622792
6516,0.622722
6517,0.622652
6518,0.622582
6519,0.622512
6520,0.622442
6521,0.622372
6522,0.622302
6523,0.622232
6524,0.622161
6525,0.622091
6526,0.622021
6527,0.621951
6528,0.621881
6529,0.621811
6530,0.621741
6531,0.621671
6532,0.621601
6533,0.621531
6534,0.621461
6535,0.621391
6536,0.621321
6537,0.621252
6538,0.621182
6539,0.621112
6540,0.621042
6541,0.620972
6542,0.620902
6543,0.620832
6544,0.620762
6545,0.620692
6546,0.620622
6547,0.620552
6548,0.620482
6549,0.620412
6550,0.620343
6551,0.620273
6552,0.620203
6553,0.620133
6554,0.620063
6555,0.619993
6556,0.619923
6557,0.619854
6558,0.619784
6559,0.619714
6560,0.619644
6561,0.619574
6562,0.619504
6563,0.619435
6564,0.619365
6565,0.619295
6566,0.619225
6567,0.619155
6568,0.619086
6569,0.619016
6570,0.618946
6571,0.618876
6572,0.618807
6573,0.618737
6574,0.618667
6575,0.618597
6576,0.618528
6577,0.618458
6578,0.618388
6579,0.618319
6580,0.618249
6581,0.618179
6582,0.61811
6583,0.61804
6584,0.61797
6585,0.6179
6586,0.617831
6587,0.617761
6588,0.617691
6589,0.617622
6590,0.617552
6591,0.617483
6592,0.617413
6593,0.617343
6594,0.617274
6595,0.617204
6596,0.617134
6597,0.617065
6598,0.616995
6599,0.616926
6600,0.616856
6601,0.616787
6602,0.616717
6603,0.616647
6604,0.616578
6605,0.616508
6606,0.616439
6607,0.616369
6608,0.6163
6609,0.61623
6610,0.616161
6611,0.616091
6612,0.616022
6613,0.615952
6614,0.615883
6615,0.615813
6616,0.615744
6617,0.615674
6618,0.615605
6619,0.615535
6620,0.615466
6621,0.615396
6622,0.615327
6623,0.615257
6624,0.615188
6625,0.615119
6626,0.615049
6627,0.61498
6628,0.61491
6629,0.614841
6630,0.614771
6631,0.614702
6632,0.614633
6633,0.614563
6634,0.614494
6635,0.614425
6636,0.614355
6637,0.614286
6638,0.614216
6639,0.614147
6640,0.614078
6641,0.614008
6642,0.613939
6643,0.61387
6644,0.6138
6645,0.613731
6646,0.613662
6647,0.613593
6648,0.613523
6649,0.613454
6650,0.613385
6651,0.613315
6652,0.613246
6653,0.613177
6654,0.613108
6655,0.613038
6656,0.612969
6657,0.6129
6658,0.612831
6659,0.612761
6660,0.612692
6661,0.612623
6662,0.612554
6663,0.612485
6664,0.612415
6665,0.612346
6666,0.612277
6667,0.612208
6668,0.612139
6669,0.612069
6670,0.612
6671,0.611931
6672,0.611862
6673,0.611793
6674,0.611724
6675,0.611655
6676,0.611585
6677,0.611516
6678,0.611447
6679,0.611378
6680,0.611309
6681,0.61124
6682,0.611171
6683,0.611102
6684,0.611033
6685,0.610964
6686,0.610894
6687,0.610825
6688,0.610756
6689,0.610687
6690,0.610618
6691,0.610549
6692,0.61048
6693,0.610411
6694,0.610342
6695,0.610273
6696,0.610204
6697,0.610135
6698,0.610066
6699,0.609997
6700,0.609928
6701,0.609859
6702,0.60979
6703,0.609721
6704,0.609652
6705,0.609583
6706,0.609514
6707,0.609445
6708,0.609377
6709,0.609308
6710,0.609239
6711,0.60917
6712,0.609101
6713,0.609032
6714,0.608963
6715,0.608894
6716,0.608825
6717,0.608756
6718,0.608688
6719,0.608619
6720,0.60855
6721,0.608481
6722,0.608412
6723,0.608343
6724,0.608274
6725,0.608206
6726,0.608137
6727,0.608068
6728,0.607999
6729,0.60793
6730,0.607861
6731,0.607793
6732,0.607724
6733,0.607655
6734,0.607586
6735,0.607518
6736,0.607449
6737,0.60738
6738,0.607311
6739,0.607242
6740,0.607174
6741,0.607105
6742,0.607036
6743,0.606968
6744,0.606899
6745,0.60683
6746,0.606761
6747,0.606693
6748,0.606624
6749,0.606555
6750,0.606487
6751,0.606418
6752,0.606349
6753,0.606281
6754,0.606212
6755,0.606143
6756,0.606075
6757,0.606006
6758,0.605937
6759,0.605869
6760,0.6058
6761,0.605731
6762,0.605663
6763,0.605594
6764,0.605526
6765,0.605457
6766,0.605388
6767,0.60532
6768,0.605251
6769,0.605183
6770,0.605114
6771,0.605046
6772,0.604977
6773,0.604909
6774,0.60484
6775,0.604771
6776,0.604703
6777,0.604634
6778,0.604566
6779,0.604497
6780,0.604429
6781,0.60436
6782,0.604292
6783,0.604223
6784,0.604155
6785,0.604086
6786,0.604018
6787,0.603949
6788,0.603881
6789,0.603813
6790,0.603744
6791,0.603676
6792,0.603607
6793,0.603539
6794,0.60347
6795,0.603402
6796,0.603334
6797,0.603265
6798,0.603197
6799,0.603128
6800,0.60306
6801,0.602992
6802,0.602923
6803,0.602855
6804,0.602786
6805,0.602718
6806,0.60265
6807,0.602581
6808,0.602513
6809,0.602445
6810,0.602376
6811,0.602308
6812,0.60224
6813,0.602171
6814,0.602103
6815,0.602035
6816,0.601967
6817,0.601898
6818,0.60183
6819,0.601762
6820,0.601693
6821,0.601625
6822,0.601557
6823,0.601489
6824,0.60142
6825,0.601352
6826,0.601284
6827,0.601216
6828,0.601147
6829,0.601079
6830,0.601011
6831,0.600943
6832,0.600875
6833,0.600806
6834,0.600738
6835,0.60067
6836,0.600602
6837,0.600534
6838,0.600466
6839,0.600397
6840,0.600329
6841,0.600261
6842,0.600193
6843,0.600125
6844,0.600057
6845,0.599989
6846,0.59992
6847,0.599852
6848,0.599784
6849,0.599716
6850,0.599648
6851,0.59958
6852,0.599512
6853,0.599444
6854,0.599376
6855,0.599308
6856,0.59924
6857,0.599172
6858,0.599104
6859,0.599036
6860,0.598968
6861,0.598899
6862,0.598831
6863,0.598763
6864,0.598695
6865,0.598627
6866,0.598559
6867,0.598491
6868,0.598423
6869,0.598355
6870,0.598287
6871,0.59822
6872,0.598152
6873,0.598084
6874,0.598016
6875,0.597948
6876,0.59788
6877,0.597812
6878,0.597744
6879,0.597676
6880,0.597608
6881,0.59754
6882,0.597472
6883,0.597404
6884,0.597336
6885,0.597269
6886,0.597201
6887,0.597133
6888,0.597065
6889,0.596997
6890,0.596929
6891,0.596861
6892,0.596794
6893,0.596726
6894,0.596658
6895,0.59659
6896,0.596522
6897,0.596454
6898,0.596387
6899,0.596319
6900,0.596251
6901,0.596183
6902,0.596115
6903,0.596048
6904,0.59598
6905,0.595912
6906,0.595844
6907,0.595777
6908,0.595709
6909,0.595641
6910,0.595573
6911,0.595506
6912,0.595438
6913,0.59537
6914,0.595302
6915,0.595235
6916,0.595167
6917,0.595099
6918,0.595032
6919,0.594964
6920,0.594896
6921,0.594829
6922,0.594761
6923,0.594693
6924,0.594626
6925,0.594558
6926,0.59449
6927,0.594423
6928,0.594355
6929,0.594287
6930,0.59422
6931,0.594152
6932,0.594085
6933,0.594017
6934,0.593949
6935,0.593882
6936,0.593814
6937,0.593747
6938,0.593679
6939,0.593612
6940,0.593544
6941,0.593476
6942,0.593409
6943,0.593341
6944,0.593274
6945,0.593206
6946,0.593139
6947,0.593071
6948,0.593004
6949,0.592936
6950,0.592869
6951,0.592801
6952,0.592734
6953,0.592666
6954,0.592599
6955,0.592531
6956,0.592464
6957,0.592396
6958,0.592329
6959,0.592261
6960,0.592194
6961,0.592127
6962,0.592059
6963,0.591992
6964,0.591924
6965,0.591857
6966,0.591789
6967,0.591722
6968,0.591655
6969,0.591587
6970,0.59152
6971,0.591453
6972,0.591385
6973,0.591318
6974,0.59125
6975,0.591183
6976,0.591116
6977,0.591048
6978,0.590981
6979,0.590914
6980,0.590846
6981,0.590779
6982,0.590712
6983,0.590644
6984,0.590577
6985,0.59051
6986,0.590443
6987,0.590375
6988,0.590308
6989,0.590241
6990,0.590173
6991,0.590106
6992,0.590039
6993,0.589972
6994,0.589904
6995,0.589837
6996,0.58977
6997,0.589703
6998,0.589636
6999,0.589568
7000,0.589501
7001,0.589434
7002,0.589367
7003,0.589299
7004,0.589232
7005,0.589165
7006,0.589098
7007,0.589031
7008,0.588964
7009,0.588896
7010,0.588829
7011,0.588762
7012,0.588695
7013,0.588628
7014,0.588561
7015,0.588494
7016,0.588427
7017,0.588359
7018,0.588292
7019,0.588225
7020,0.588158
7021,0.588091
7022,0.588024
7023,0.587957
7024,0.58789
7025,0.587823
7026,0.587756
7027,0.587689
7028,0.587622
7029,0.587555
7030,0.587488
7031,0.587421
7032,0.587354
7033,0.587286
7034,0.587219
7035,0.587152
7036,0.587085
7037,0.587018
7038,0.586951
7039,0.586885
7040,0.586818
7041,0.586751
7042,0.586684
7043,0.586617
7044,0.58655
7045,0.586483
7046,0.586416
7047,0.586349
7048,0.586282
7049,0.586215
7050,0.586148
7051,0.586081
7052,0.586014
7053,0.585947
7054,0.585881
7055,0.585814
7056,0.585747
7057,0.58568
7058,0.585613
7059,0.585546
7060,0.585479
7061,0.585412
7062,0.585346
7063,0.585279
7064,0.585212
7065,0.585145
7066,0.585078
7067,0.585011
7068,0.584945
7069,0.584878
7070,0.584811
7071,0.584744
7072,0.584677
7073,0.584611
7074,0.584544
7075,0.584477
7076,0.58441
7077,0.584344
7078,0.584277
7079,0.58421
7080,0.584143
7081,0.584077
7082,0.58401
7083,0.583943
7084,0.583876
7085,0.58381
7086,0.583743
7087,0.583676
7088,0.58361
7089,0.583543
7090,0.583476
7091,0.58341
7092,0.583343
7093,0.583276
7094,0.58321
7095,0.583143
7096,0.583076
7097,0.58301
7098,0.582943
7099,0.582876
7100,0.58281
7101,0.582743
7102,0.582677
7103,0.58261
7104,0.582543
7105,0.582477
7106,0.58241
7107,0.582344
