Altitutude (meters),Denstiy (kg/m3)
1866,1.02012
1867,1.02002
1868,1.01992
1869,1.01981
1870,1.01971
1871,1.01961
1872,1.01951
1873,1.0194
1874,1.0193
1875,1.0192
1876,1.0191
1877,1.019
1878,1.01889
1879,1.01879
1880,1.01869
1881,1.01859
1882,1.01849
1883,1.01838
1884,1.01828
1885,1.01818
1886,1.01808
1887,1.01797
1888,1.01787
1889,1.01777
1890,1.01767
1891,1.01757
1892,1.01746
1893,1.01736
1894,1.01726
1895,1.01716
1896,1.01706
1897,1.01695
1898,1.01685
1899,1.01675
1900,1.01665
1901,1.01655
1902,1.01644
1903,1.01634
1904,1.01624
1905,1.01614
1906,1.01604
1907,1.01593
1908,1.01583
1909,1.01573
1910,1.01563
1911,1.01553
1912,1.01543
1913,1.01532
1914,1.01522
1915,1.01512
1916,1.01502
1917,1.01492
1918,1.01481
1919,1.01471
1920,1.01461
1921,1.01451
1922,1.01441
1923,1.01431
1924,1.0142
1925,1.0141
1926,1.014
1927,1.0139
1928,1.0138
1929,1.01369
1930,1.01359
1931,1.01349
1932,1.01339
1933,1.01329
1934,1.01319
1935,1.01308
1936,1.01298
1937,1.01288
1938,1.01278
1939,1.01268
1940,1.01258
1941,1.01247
1942,1.01237
1943,1.01227
1944,1.01217
1945,1.01207
1946,1.01197
1947,1.01186
1948,1.01176
1949,1.01166
1950,1.01156
1951,1.01146
1952,1.01136
1953,1.01125
1954,1.01115
1955,1.01105
1956,1.01095
1957,1.01085
1958,1.01075
1959,1.01065
1960,1.01054
1961,1.01044
1962,1.01034
1963,1.01024
1964,1.01014
1965,1.01004
1966,1.00994
1967,1.00983
1968,1.00973
1969,1.00963
1970,1.00953
1971,1.00943
1972,1.00933
1973,1.00923
1974,1.00912
1975,1.00902
1976,1.00892
1977,1.00882
1978,1.00872
1979,1.00862
1980,1.00852
1981,1.00841
1982,1.00831
1983,1.00821
1984,1.00811
1985,1.00801
1986,1.00791
1987,1.00781
1988,1.00771
1989,1.0076
1990,1.0075
1991,1.0074
1992,1.0073
1993,1.0072
1994,1.0071
1995,1.007
1996,1.0069
1997,1.00679
1998,1.00669
1999,1.00659
2000,1.00649
2001,1.00639
2002,1.00629
2003,1.00619
2004,1.00609
2005,1.00598
2006,1.00588
2007,1.00578
2008,1.00568
2009,1.00558
2010,1.00548
2011,1.00538
2012,1.00528
2013,1.00518
2014,1.00507
2015,1.00497
2016,1.00487
2017,1.00477
2018,1.00467
2019,1.00457
2020,1.00447
2021,1.00437
2022,1.00427
2023,1.00416
2024,1.00406
2025,1.00396
2026,1.00386
2027,1.00376
2028,1.00366
2029,1.00356
2030,1.00346
2031,1.00336
2032,1.00326
2033,1.00316
2034,1.00305
2035,1.00295
2036,1.00285
2037,1.00275
2038,1.00265
2039,1.00255
2040,1.00245
2041,1.00235
2042,1.00225
2043,1.00215
2044,1.00205
2045,1.00194
2046,1.00184
2047,1.00174
2048,1.00164
2049,1.00154
2050,1.00144
2051,1.00134
2052,1.00124
2053,1.00114
2054,1.00104
2055,1.00094
2056,1.00084
2057,1.00073
2058,1.00063
2059,1.00053
2060,1.00043
2061,1.00033
2062,1.00023
2063,1.00013
2064,1.00003
2065,0.999929
2066,0.999829
2067,0.999728
2068,0.999627
2069,0.999527
2070,0.999426
2071,0.999325
2072,0.999225
2073,0.999124
2074,0.999023
2075,0.998923
2076,0.998822
2077,0.998722
2078,0.998621
2079,0.99852
2080,0.99842
2081,0.998319
2082,0.998219
2083,0.998118
2084,0.998018
2085,0.997917
2086,0.997817
2087,0.997716
2088,0.997616
2089,0.997515
2090,0.997415
2091,0.997314
2092,0.997214
2093,0.997113
2094,0.997013
2095,0.996912
2096,0.996812
2097,0.996711
2098,0.996611
2099,0.99651
2100,0.99641
2101,0.99631
2102,0.996209
2103,0.996109
2104,0.996008
2105,0.995908
2106,0.995808
2107,0.995707
2108,0.995607
2109,0.995507
2110,0.995406
2111,0.995306
2112,0.995206
2113,0.995105
2114,0.995005
2115,0.994905
2116,0.994804
2117,0.994704
2118,0.994604
2119,0.994504
2120,0.994403
2121,0.994303
2122,0.994203
2123,0.994102
2124,0.994002
2125,0.993902
2126,0.993802
2127,0.993702
2128,0.993601
2129,0.993501
2130,0.993401
2131,0.993301
2132,0.993201
2133,0.993101
2134,0.993
2135,0.9929
2136,0.9928
2137,0.9927
2138,0.9926
2139,0.9925
2140,0.9924
2141,0.992299
2142,0.992199
2143,0.992099
2144,0.991999
2145,0.991899
2146,0.991799
2147,0.991699
2148,0.991599
2149,0.991499
2150,0.991399
2151,0.991299
2152,0.991199
2153,0.991099
2154,0.990999
2155,0.990899
2156,0.990799
2157,0.990699
2158,0.990599
2159,0.990499
2160,0.990399
2161,0.990299
2162,0.990199
2163,0.990099
2164,0.989999
2165,0.989899
2166,0.989799
2167,0.9897
2168,0.9896
2169,0.9895
2170,0.9894
2171,0.9893
2172,0.9892
2173,0.9891
2174,0.989
2175,0.988901
2176,0.988801
2177,0.988701
2178,0.988601
2179,0.988501
2180,0.988402
2181,0.988302
2182,0.988202
2183,0.988102
2184,0.988002
2185,0.987903
2186,0.987803
2187,0.987703
2188,0.987603
2189,0.987504
2190,0.987404
2191,0.987304
2192,0.987205
2193,0.987105
2194,0.987005
2195,0.986905
2196,0.986806
2197,0.986706
2198,0.986606
2199,0.986507
2200,0.986407
2201,0.986308
2202,0.986208
2203,0.986108
2204,0.986009
2205,0.985909
2206,0.985809
2207,0.98571
2208,0.98561
2209,0.985511
2210,0.985411
2211,0.985312
2212,0.985212
2213,0.985112
2214,0.985013
2215,0.984913
2216,0.984814
2217,0.984714
2218,0.984615
2219,0.984515
2220,0.984416
2221,0.984316
2222,0.984217
2223,0.984117
2224,0.984018
2225,0.983918
2226,0.983819
2227,0.98372
2228,0.98362
2229,0.983521
2230,0.983421
2231,0.983322
2232,0.983223
2233,0.983123
2234,0.983024
2235,0.982924
2236,0.982825
2237,0.982726
2238,0.982626
2239,0.982527
2240,0.982428
2241,0.982328
2242,0.982229
2243,0.98213
2244,0.98203
2245,0.981931
2246,0.981832
2247,0.981732
2248,0.981633
2249,0.981534
2250,0.981435
2251,0.981335
2252,0.981236
2253,0.981137
2254,0.981038
2255,0.980938
2256,0.980839
2257,0.98074
2258,0.980641
2259,0.980542
2260,0.980442
2261,0.980343
2262,0.980244
2263,0.980145
2264,0.980046
2265,0.979947
2266,0.979847
2267,0.979748
2268,0.979649
2269,0.97955
2270,0.979451
2271,0.979352
2272,0.979253
2273,0.979154
2274,0.979055
2275,0.978956
2276,0.978856
2277,0.978757
2278,0.978658
2279,0.978559
2280,0.97846
2281,0.978361
2282,0.978262
2283,0.978163
2284,0.978064
2285,0.977965
2286,0.977866
2287,0.977767
2288,0.977668
2289,0.977569
2290,0.97747
2291,0.977371
2292,0.977273
2293,0.977174
2294,0.977075
2295,0.976976
2296,0.976877
2297,0.976778
2298,0.976679
2299,0.97658
2300,0.976481
2301,0.976382
2302,0.976284
2303,0.976185
2304,0.976086
2305,0.975987
2306,0.975888
2307,0.975789
2308,0.975691
2309,0.975592
2310,0.975493
2311,0.975394
2312,0.975295
2313,0.975197
2314,0.975098
2315,0.974999
2316,0.9749
2317,0.974802
2318,0.974703
2319,0.974604
2320,0.974505
2321,0.974407
2322,0.974308
2323,0.974209
2324,0.974111
2325,0.974012
2326,0.973913
2327,0.973814
2328,0.973716
2329,0.973617
2330,0.973518
2331,0.97342
2332,0.973321
2333,0.973223
2334,0.973124
2335,0.973025
2336,0.972927
2337,0.972828
2338,0.97273
2339,0.972631
2340,0.972532
2341,0.972434
2342,0.972335
2343,0.972237
2344,0.972138
2345,0.97204
2346,0.971941
2347,0.971843
2348,0.971744
2349,0.971646
2350,0.971547
2351,0.971449
2352,0.97135
2353,0.971252
2354,0.971153
2355,0.971055
2356,0.970956
2357,0.970858
2358,0.970759
2359,0.970661
2360,0.970563
2361,0.970464
2362,0.970366
2363,0.970267
2364,0.970169
2365,0.970071
2366,0.969972
2367,0.969874
2368,0.969775
2369,0.969677
2370,0.969579
2371,0.96948
2372,0.969382
2373,0.969284
2374,0.969186
2375,0.969087
2376,0.968989
2377,0.968891
2378,0.968792
2379,0.968694
2380,0.968596
2381,0.968498
2382,0.968399
2383,0.968301
2384,0.968203
2385,0.968105
2386,0.968006
2387,0.967908
2388,0.96781
2389,0.967712
2390,0.967614
2391,0.967515
2392,0.967417
2393,0.967319
2394,0.967221
2395,0.967123
2396,0.967025
2397,0.966926
2398,0.966828
2399,0.96673
2400,0.966632
2401,0.966534
2402,0.966436
2403,0.966338
2404,0.96624
2405,0.966142
2406,0.966044
2407,0.965945
2408,0.965847
2409,0.965749
2410,0.965651
2411,0.965553
2412,0.965455
2413,0.965357
2414,0.965259
2415,0.965161
2416,0.965063
2417,0.964965
2418,0.964867
2419,0.964769
2420,0.964671
2421,0.964573
2422,0.964475
2423,0.964378
2424,0.96428
2425,0.964182
2426,0.964084
2427,0.963986
2428,0.963888
2429,0.96379
2430,0.963692
2431,0.963594
2432,0.963496
2433,0.963399
2434,0.963301
2435,0.963203
2436,0.963105
2437,0.963007
2438,0.962909
2439,0.962812
2440,0.962714
2441,0.962616
2442,0.962518
2443,0.96242
2444,0.962323
2445,0.962225
2446,0.962127
2447,0.962029
2448,0.961931
2449,0.961834
2450,0.961736
2451,0.961638
2452,0.961541
2453,0.961443
2454,0.961345
2455,0.961247
2456,0.96115
2457,0.961052
2458,0.960954
2459,0.960857
2460,0.960759
2461,0.960661
2462,0.960564
2463,0.960466
2464,0.960369
2465,0.960271
2466,0.960173
2467,0.960076
2468,0.959978
2469,0.959881
2470,0.959783
2471,0.959685
2472,0.959588
2473,0.95949
2474,0.959393
2475,0.959295
2476,0.959198
2477,0.9591
2478,0.959003
2479,0.958905
2480,0.958808
2481,0.95871
2482,0.958613
2483,0.958515
2484,0.958418
2485,0.95832
2486,0.958223
2487,0.958125
2488,0.958028
2489,0.95793
2490,0.957833
2491,0.957735
2492,0.957638
2493,0.957541
2494,0.957443
2495,0.957346
2496,0.957248
2497,0.957151
2498,0.957054
2499,0.956956
2500,0.956859
2501,0.956762
2502,0.956664
2503,0.956567
2504,0.95647
2505,0.956372
2506,0.956275
2507,0.956178
2508,0.95608
2509,0.955983
2510,0.955886
2511,0.955789
2512,0.955691
2513,0.955594
2514,0.955497
2515,0.9554
2516,0.955302
2517,0.955205
2518,0.955108
2519,0.955011
2520,0.954913
2521,0.954816
2522,0.954719
2523,0.954622
2524,0.954525
2525,0.954428
2526,0.95433
2527,0.954233
2528,0.954136
2529,0.954039
2530,0.953942
2531,0.953845
2532,0.953748
2533,0.953651
2534,0.953553
2535,0.953456
2536,0.953359
2537,0.953262
2538,0.953165
2539,0.953068
2540,0.952971
2541,0.952874
2542,0.952777
2543,0.95268
2544,0.952583
2545,0.952486
2546,0.952389
2547,0.952292
2548,0.952195
2549,0.952098
2550,0.952001
2551,0.951904
2552,0.951807
2553,0.95171
2554,0.951613
2555,0.951516
2556,0.951419
2557,0.951322
2558,0.951225
2559,0.951128
2560,0.951032
2561,0.950935
2562,0.950838
2563,0.950741
2564,0.950644
2565,0.950547
2566,0.95045
2567,0.950353
2568,0.950257
2569,0.95016
2570,0.950063
2571,0.949966
2572,0.949869
2573,0.949773
2574,0.949676
2575,0.949579
2576,0.949482
2577,0.949385
2578,0.949289
2579,0.949192
2580,0.949095
2581,0.948998
2582,0.948902
2583,0.948805
2584,0.948708
2585,0.948611
2586,0.948515
2587,0.948418
2588,0.948321
2589,0.948225
2590,0.948128
2591,0.948031
2592,0.947935
2593,0.947838
2594,0.947741
2595,0.947645
2596,0.947548
2597,0.947452
2598,0.947355
2599,0.947258
2600,0.947162
2601,0.947065
2602,0.946969
2603,0.946872
2604,0.946775
2605,0.946679
2606,0.946582
2607,0.946486
2608,0.946389
2609,0.946293
2610,0.946196
2611,0.9461
2612,0.946003
2613,0.945907
2614,0.94581
2615,0.945714
2616,0.945617
2617,0.945521
2618,0.945424
2619,0.945328
2620,0.945231
2621,0.945135
2622,0.945038
2623,0.944942
2624,0.944846
2625,0.944749
2626,0.944653
2627,0.944556
2628,0.94446
2629,0.944364
2630,0.944267
2631,0.944171
2632,0.944074
2633,0.943978
2634,0.943882
2635,0.943785
2636,0.943689
2637,0.943593
2638,0.943496
2639,0.9434
2640,0.943304
2641,0.943208
2642,0.943111
2643,0.943015
2644,0.942919
2645,0.942823
2646,0.942726
2647,0.94263
2648,0.942534
2649,0.942438
2650,0.942341
2651,0.942245
2652,0.942149
2653,0.942053
2654,0.941957
2655,0.94186
2656,0.941764
2657,0.941668
2658,0.941572
2659,0.941476
2660,0.94138
2661,0.941283
2662,0.941187
2663,0.941091
2664,0.940995
2665,0.940899
2666,0.940803
2667,0.940707
2668,0.940611
2669,0.940515
2670,0.940418
2671,0.940322
2672,0.940226
2673,0.94013
2674,0.940034
2675,0.939938
2676,0.939842
2677,0.939746
2678,0.93965
2679,0.939554
2680,0.939458
2681,0.939362
2682,0.939266
2683,0.93917
2684,0.939074
2685,0.938978
2686,0.938882
2687,0.938786
2688,0.93869
2689,0.938594
2690,0.938499
2691,0.938403
2692,0.938307
2693,0.938211
2694,0.938115
2695,0.938019
2696,0.937923
2697,0.937827
2698,0.937731
2699,0.937636
2700,0.93754
2701,0.937444
2702,0.937348
2703,0.937252
2704,0.937156
2705,0.937061
2706,0.936965
2707,0.936869
2708,0.936773
2709,0.936677
2710,0.936582
2711,0.936486
2712,0.93639
2713,0.936294
2714,0.936199
2715,0.936103
2716,0.936007
2717,0.935911
2718,0.935816
2719,0.93572
2720,0.935624
2721,0.935529
2722,0.935433
2723,0.935337
2724,0.935242
2725,0.935146
2726,0.93505
2727,0.934955
2728,0.934859
2729,0.934763
2730,0.934668
2731,0.934572
2732,0.934477
2733,0.934381
2734,0.934285
2735,0.93419
2736,0.934094
2737,0.933999
2738,0.933903
2739,0.933808
2740,0.933712
2741,0.933616
2742,0.933521
2743,0.933425
2744,0.93333
2745,0.933234
2746,0.933139
2747,0.933043
2748,0.932948
2749,0.932852
2750,0.932757
2751,0.932661
2752,0.932566
2753,0.932471
2754,0.932375
2755,0.93228
2756,0.932184
2757,0.932089
2758,0.931993
2759,0.931898
2760,0.931803
2761,0.931707
2762,0.931612
2763,0.931516
2764,0.931421
2765,0.931326
2766,0.93123
2767,0.931135
2768,0.93104
2769,0.930944
2770,0.930849
2771,0.930754
2772,0.930658
2773,0.930563
2774,0.930468
2775,0.930373
2776,0.930277
2777,0.930182
2778,0.930087
2779,0.929991
2780,0.929896
2781,0.929801
2782,0.929706
2783,0.92961
2784,0.929515
2785,0.92942
2786,0.929325
2787,0.92923
2788,0.929134
2789,0.929039
2790,0.928944
2791,0.928849
2792,0.928754
2793,0.928659
2794,0.928563
2795,0.928468
2796,0.928373
2797,0.928278
2798,0.928183
2799,0.928088
2800,0.927993
2801,0.927898
2802,0.927803
2803,0.927708
2804,0.927612
2805,0.927517
2806,0.927422
2807,0.927327
2808,0.927232
2809,0.927137
2810,0.927042
2811,0.926947
2812,0.926852
2813,0.926757
2814,0.926662
2815,0.926567
2816,0.926472
2817,0.926377
2818,0.926282
2819,0.926187
2820,0.926092
2821,0.925997
2822,0.925902
2823,0.925808
2824,0.925713
2825,0.925618
2826,0.925523
2827,0.925428
2828,0.925333
2829,0.925238
2830,0.925143
2831,0.925048
2832,0.924954
2833,0.924859
2834,0.924764
2835,0.924669
2836,0.924574
2837,0.924479
2838,0.924384
2839,0.92429
2840,0.924195
2841,0.9241
2842,0.924005
2843,0.923911
2844,0.923816
2845,0.923721
2846,0.923626
2847,0.923531
2848,0.923437
2849,0.923342
2850,0.923247
2851,0.923153
2852,0.923058
2853,0.922963
2854,0.922868
2855,0.922774
2856,0.922679
2857,0.922584
2858,0.92249
2859,0.922395
2860,0.9223
2861,0.922206
2862,0.922111
2863,0.922016
2864,0.921922
2865,0.921827
2866,0.921733
2867,0.921638
2868,0.921543
2869,0.921449
2870,0.921354
2871,0.92126
2872,0.921165
2873,0.921071
2874,0.920976
2875,0.920881
2876,0.920787
2877,0.920692
2878,0.920598
2879,0.920503
2880,0.920409
2881,0.920314
2882,0.92022
2883,0.920125
2884,0.920031
2885,0.919936
2886,0.919842
2887,0.919748
2888,0.919653
2889,0.919559
2890,0.919464
2891,0.91937
2892,0.919275
2893,0.919181
2894,0.919087
2895,0.918992
2896,0.918898
2897,0.918803
2898,0.918709
2899,0.918615
2900,0.91852
2901,0.918426
2902,0.918332
2903,0.918237
2904,0.918143
2905,0.918049
2906,0.917954
2907,0.91786
2908,0.917766
2909,0.917671
2910,0.917577
2911,0.917483
2912,0.917389
2913,0.917294
2914,0.9172
2915,0.917106
2916,0.917012
2917,0.916917
2918,0.916823
2919,0.916729
2920,0.916635
2921,0.916541
2922,0.916446
2923,0.916352
2924,0.916258
2925,0.916164
2926,0.91607
2927,0.915976
2928,0.915881
2929,0.915787
2930,0.915693
2931,0.915599
2932,0.915505
2933,0.915411
2934,0.915317
2935,0.915223
2936,0.915128
2937,0.915034
2938,0.91494
2939,0.914846
2940,0.914752
2941,0.914658
2942,0.914564
2943,0.91447
2944,0.914376
2945,0.914282
2946,0.914188
2947,0.914094
2948,0.914
2949,0.913906
2950,0.913812
2951,0.913718
2952,0.913624
2953,0.91353
2954,0.913436
2955,0.913342
2956,0.913248
2957,0.913154
2958,0.91306
2959,0.912966
2960,0.912873
2961,0.912779
2962,0.912685
2963,0.912591
2964,0.912497
2965,0.912403
2966,0.912309
2967,0.912215
2968,0.912121
2969,0.912028
2970,0.911934
2971,0.91184
2972,0.911746
2973,0.911652
2974,0.911559
2975,0.911465
2976,0.911371
2977,0.911277
2978,0.911183
2979,0.91109
2980,0.910996
2981,0.910902
2982,0.910808
2983,0.910715
2984,0.910621
2985,0.910527
2986,0.910433
2987,0.91034
2988,0.910246
2989,0.910152
2990,0.910059
2991,0.909965
2992,0.909871
2993,0.909778
2994,0.909684
2995,0.90959
2996,0.909497
2997,0.909403
2998,0.909309
2999,0.909216
3000,0.909122
3001,0.909028
3002,0.908935
3003,0.908841
3004,0.908748
3005,0.908654
3006,0.908561
3007,0.908467
3008,0.908373
3009,0.90828
3010,0.908186
3011,0.908093
3012,0.907999
3013,0.907906
3014,0.907812
3015,0.907719
3016,0.907625
3017,0.907532
3018,0.907438
3019,0.907345
3020,0.907251
3021,0.907158
3022,0.907064
3023,0.906971
3024,0.906877
3025,0.906784
3026,0.906691
3027,0.906597
3028,0.906504
3029,0.90641
3030,0.906317
3031,0.906224
3032,0.90613
3033,0.906037
3034,0.905943
3035,0.90585
3036,0.905757
3037,0.905663
3038,0.90557
3039,0.905477
3040,0.905383
3041,0.90529
3042,0.905197
3043,0.905104
3044,0.90501
3045,0.904917
3046,0.904824
3047,0.90473
3048,0.904637
3049,0.904544
3050,0.904451
3051,0.904357
3052,0.904264
3053,0.904171
3054,0.904078
3055,0.903984
3056,0.903891
3057,0.903798
3058,0.903705
3059,0.903612
3060,0.903519
3061,0.903425
3062,0.903332
3063,0.903239
3064,0.903146
3065,0.903053
3066,0.90296
3067,0.902867
3068,0.902773
3069,0.90268
3070,0.902587
3071,0.902494
3072,0.902401
3073,0.902308
3074,0.902215
3075,0.902122
3076,0.902029
3077,0.901936
3078,0.901843
3079,0.90175
3080,0.901657
3081,0.901564
3082,0.901471
3083,0.901378
3084,0.901285
3085,0.901192
3086,0.901099
3087,0.901006
3088,0.900913
3089,0.90082
3090,0.900727
3091,0.900634
3092,0.900541
3093,0.900448
3094,0.900355
3095,0.900262
3096,0.900169
3097,0.900076
3098,0.899983
3099,0.89989
3100,0.899798
3101,0.899705
3102,0.899612
3103,0.899519
3104,0.899426
3105,0.899333
3106,0.89924
3107,0.899148
3108,0.899055
3109,0.898962
3110,0.898869
3111,0.898776
3112,0.898684
3113,0.898591
3114,0.898498
3115,0.898405
3116,0.898312
3117,0.89822
3118,0.898127
3119,0.898034
3120,0.897941
3121,0.897849
3122,0.897756
3123,0.897663
3124,0.897571
3125,0.897478
3126,0.897385
3127,0.897293
3128,0.8972
3129,0.897107
3130,0.897015
3131,0.896922
3132,0.896829
3133,0.896737
3134,0.896644
3135,0.896551
3136,0.896459
3137,0.896366
3138,0.896273
3139,0.896181
3140,0.896088
3141,0.895996
3142,0.895903
3143,0.895811
3144,0.895718
3145,0.895625
3146,0.895533
3147,0.89544
3148,0.895348
3149,0.895255
3150,0.895163
3151,0.89507
3152,0.894978
3153,0.894885
3154,0.894793
3155,0.8947
3156,0.894608
3157,0.894515
3158,0.894423
3159,0.894331
3160,0.894238
3161,0.894146
3162,0.894053
3163,0.893961
3164,0.893868
3165,0.893776
3166,0.893684
3167,0.893591
3168,0.893499
3169,0.893406
3170,0.893314
3171,0.893222
3172,0.893129
3173,0.893037
3174,0.892945
3175,0.892852
3176,0.89276
3177,0.892668
3178,0.892575
3179,0.892483
3180,0.892391
3181,0.892298
3182,0.892206
3183,0.892114
3184,0.892022
3185,0.891929
3186,0.891837
3187,0.891745
3188,0.891653
3189,0.89156
3190,0.891468
3191,0.891376
3192,0.891284
3193,0.891192
3194,0.891099
3195,0.891007
3196,0.890915
3197,0.890823
3198,0.890731
3199,0.890639
3200,0.890546
3201,0.890454
3202,0.890362
3203,0.89027
3204,0.890178
3205,0.890086
3206,0.889994
3207,0.889902
3208,0.889809
3209,0.889717
3210,0.889625
3211,0.889533
3212,0.889441
3213,0.889349
3214,0.889257
3215,0.889165
3216,0.889073
3217,0.888981
3218,0.888889
3219,0.888797
3220,0.888705
3221,0.888613
3222,0.888521
3223,0.888429
3224,0.888337
3225,0.888245
3226,0.888153
3227,0.888061
3228,0.887969
3229,0.887877
3230,0.887785
3231,0.887693
3232,0.887601
3233,0.88751
3234,0.887418
3235,0.887326
3236,0.887234
3237,0.887142
3238,0.88705
3239,0.886958
3240,0.886866
3241,0.886774
3242,0.886683
3243,0.886591
3244,0.886499
3245,0.886407
3246,0.886315
3247,0.886224
3248,0.886132
3249,0.88604
3250,0.885948
3251,0.885856
3252,0.885765
3253,0.885673
3254,0.885581
3255,0.885489
3256,0.885398
3257,0.885306
3258,0.885214
3259,0.885122
3260,0.885031
3261,0.884939
3262,0.884847
3263,0.884756
3264,0.884664
3265,0.884572
3266,0.884481
3267,0.884389
3268,0.884297
3269,0.884206
3270,0.884114
3271,0.884022
3272,0.883931
3273,0.883839
3274,0.883747
3275,0.883656
3276,0.883564
3277,0.883473
3278,0.883381
3279,0.88329
3280,0.883198
3281,0.883106
3282,0.883015
3283,0.882923
3284,0.882832
3285,0.88274
3286,0.882649
3287,0.882557
3288,0.882466
3289,0.882374
3290,0.882283
3291,0.882191
3292,0.8821
3293,0.882008
3294,0.881917
3295,0.881825
3296,0.881734
3297,0.881642
3298,0.881551
3299,0.88146
3300,0.881368
3301,0.881277
3302,0.881185
3303,0.881094
3304,0.881003
3305,0.880911
3306,0.88082
3307,0.880728
3308,0.880637
3309,0.880546
3310,0.880454
3311,0.880363
3312,0.880272
3313,0.88018
3314,0.880089
3315,0.879998
3316,0.879906
3317,0.879815
3318,0.879724
3319,0.879632
3320,0.879541
3321,0.87945
3322,0.879359
3323,0.879267
3324,0.879176
3325,0.879085
3326,0.878994
3327,0.878902
3328,0.878811
3329,0.87872
3330,0.878629
3331,0.878538
3332,0.878446
3333,0.878355
3334,0.878264
3335,0.878173
3336,0.878082
3337,0.877991
3338,0.877899
3339,0.877808
3340,0.877717
3341,0.877626
3342,0.877535
3343,0.877444
3344,0.877353
3345,0.877262
3346,0.877171
3347,0.877079
3348,0.876988
3349,0.876897
3350,0.876806
3351,0.876715
3352,0.876624
3353,0.876533
3354,0.876442
3355,0.876351
3356,0.87626
3357,0.876169
3358,0.876078
3359,0.875987
3360,0.875896
3361,0.875805
3362,0.875714
3363,0.875623
3364,0.875532
3365,0.875441
3366,0.87535
3367,0.875259
3368,0.875168
3369,0.875077
3370,0.874987
3371,0.874896
3372,0.874805
3373,0.874714
3374,0.874623
3375,0.874532
3376,0.874441
3377,0.87435
3378,0.874259
3379,0.874169
3380,0.874078
3381,0.873987
3382,0.873896
3383,0.873805
3384,0.873714
3385,0.873624
3386,0.873533
3387,0.873442
3388,0.873351
3389,0.873261
3390,0.87317
3391,0.873079
3392,0.872988
3393,0.872897
3394,0.872807
3395,0.872716
3396,0.872625
3397,0.872535
3398,0.872444
3399,0.872353
3400,0.872262
3401,0.872172
3402,0.872081
3403,0.87199
3404,0.8719
3405,0.871809
3406,0.871718
3407,0.871628
3408,0.871537
3409,0.871446
3410,0.871356
3411,0.871265
3412,0.871175
3413,0.871084
3414,0.870993
3415,0.870903
3416,0.870812
3417,0.870722
3418,0.870631
3419,0.870541
3420,0.87045
3421,0.870359
3422,0.870269
3423,0.870178
3424,0.870088
3425,0.869997
3426,0.869907
3427,0.869816
3428,0.869726
3429,0.869635
3430,0.869545
3431,0.869454
3432,0.869364
3433,0.869273
3434,0.869183
3435,0.869093
3436,0.869002
3437,0.868912
3438,0.868821
3439,0.868731
3440,0.86864
3441,0.86855
3442,0.86846
3443,0.868369
3444,0.868279
3445,0.868188
3446,0.868098
3447,0.868008
3448,0.867917
3449,0.867827
3450,0.867737
3451,0.867646
3452,0.867556
3453,0.867466
3454,0.867375
3455,0.867285
3456,0.867195
3457,0.867104
3458,0.867014
3459,0.866924
3460,0.866834
3461,0.866743
3462,0.866653
3463,0.866563
3464,0.866473
3465,0.866382
3466,0.866292
3467,0.866202
3468,0.866112
3469,0.866022
3470,0.865931
3471,0.865841
3472,0.865751
3473,0.865661
3474,0.865571
3475,0.865481
3476,0.86539
3477,0.8653
3478,0.86521
3479,0.86512
3480,0.86503
3481,0.86494
3482,0.86485
3483,0.86476
3484,0.864669
3485,0.864579
3486,0.864489
3487,0.864399
3488,0.864309
3489,0.864219
3490,0.864129
3491,0.864039
3492,0.863949
3493,0.863859
3494,0.863769
3495,0.863679
3496,0.863589
3497,0.863499
3498,0.863409
3499,0.863319
3500,0.863229
3501,0.863139
3502,0.863049
3503,0.862959
3504,0.862869
3505,0.862779
3506,0.862689
3507,0.862599
3508,0.862509
3509,0.862419
3510,0.862329
3511,0.86224
3512,0.86215
3513,0.86206
3514,0.86197
3515,0.86188
3516,0.86179
3517,0.8617
3518,0.86161
3519,0.861521
3520,0.861431
3521,0.861341
3522,0.861251
3523,0.861161
3524,0.861072
3525,0.860982
3526,0.860892
3527,0.860802
3528,0.860712
3529,0.860623
3530,0.860533
3531,0.860443
3532,0.860353
3533,0.860264
3534,0.860174
3535,0.860084
3536,0.859994
3537,0.859905
3538,0.859815
3539,0.859725
3540,0.859636
3541,0.859546
3542,0.859456
3543,0.859367
3544,0.859277
3545,0.859187
3546,0.859098
3547,0.859008
3548,0.858918
3549,0.858829
3550,0.858739
3551,0.858649
3552,0.85856
3553,0.85847
3554,0.858381
3555,0.858291
3556,0.858201
3557,0.858112
3558,0.858022
3559,0.857933
3560,0.857843
3561,0.857754
3562,0.857664
3563,0.857575
3564,0.857485
3565,0.857396
3566,0.857306
3567,0.857217
3568,0.857127
3569,0.857038
3570,0.856948
3571,0.856859
3572,0.856769
3573,0.85668
3574,0.85659
3575,0.856501
3576,0.856411
3577,0.856322
3578,0.856233
3579,0.856143
3580,0.856054
3581,0.855964
3582,0.855875
3583,0.855786
3584,0.855696
3585,0.855607
3586,0.855517
3587,0.855428
3588,0.855339
3589,0.855249
3590,0.85516
3591,0.855071
3592,0.854981
3593,0.854892
3594,0.854803
3595,0.854713
3596,0.854624
3597,0.854535
3598,0.854446
3599,0.854356
3600,0.854267
3601,0.854178
3602,0.854089
3603,0.853999
3604,0.85391
3605,0.853821
3606,0.853732
3607,0.853642
3608,0.853553
3609,0.853464
3610,0.853375
3611,0.853286
3612,0.853196
3613,0.853107
